Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
Welterweight Bout,False,False, 2, Submission, Rear Naked Choke, Conor McGregor, Nate Diaz, Conor McGregor, Nate Diaz,0,0,1,0,0,0,1,140,61,43,117,47,41.0,11,7,64.0,12,7,59.0,133,56,43.0,4,3,75.0,3,2,67.0,0,1,1,100,2,1,0,152,77,50,131,65,50.0,13,9,70.0,8,3,38.0,133,62,47.0,12,10,84.0,7,5,72.0
UFC Women's Bantamweight Title Bout,False,False, 5, Submission, Rear Naked Choke Technical Submission, Holly Holm, Miesha Tate, Holly Holm, Miesha Tate,0,0,0,0,0,0,0,142,59,41,109,35,33.0,21,16,77.0,12,8,67.0,139,57,42.0,3,2,67.0,0,0,0,0,2,9,22,2,3,0,104,40,38,83,29,35.0,12,7,59.0,9,4,45.0,88,26,30.0,4,4,100.0,12,10,84.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Gian Villante, Ilir Latifi, Gian Villante, Ilir Latifi,0,0,1,0,0,0,0,68,23,33,46,14,31.0,16,5,32.0,6,4,67.0,62,19,31.0,6,4,67.0,0,0,0,0,3,12,25,0,1,0,53,30,56,41,21,52.0,8,6,75.0,4,3,75.0,39,19,49.0,10,8,80.0,4,3,75.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Corey Anderson, Tom Lawlor, Tom Lawlor, Corey Anderson,0,1,1,100,0,0,0,99,31,31,94,28,30.0,4,2,50.0,1,1,100.0,87,21,25.0,12,10,84.0,0,0,0,0,1,4,25,0,1,0,153,55,35,127,33,26.0,13,10,77.0,13,12,93.0,142,48,34.0,6,3,50.0,5,4,80.0
Women's Bantamweight Bout,False,False, 3, Decision - Unanimous,, Amanda Nunes, Valentina Shevchenko, Valentina Shevchenko, Amanda Nunes,0,1,1,100,0,1,1,67,28,41,58,22,38.0,6,3,50.0,3,3,100.0,51,16,32.0,8,5,63.0,8,7,88.0,0,2,6,33,2,4,0,81,39,48,53,21,40.0,11,6,55.0,17,12,71.0,50,20,40.0,0,0,0,31,19,62.0
Welterweight Bout,False,False, 3, Submission, Arm Triangle From Half Guard, Brandon Thatch, Siyar Bahadurzada, Brandon Thatch, Siyar Bahadurzada,0,1,2,50,0,0,0,53,30,56,33,16,49.0,9,5,56.0,11,9,82.0,43,21,49.0,7,6,86.0,3,3,100.0,0,3,3,100,1,4,1,138,84,60,118,67,57.0,18,15,84.0,2,2,100.0,49,18,37.0,25,19,76.0,64,47,74.0
Welterweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Erick Silva, Nordine Taleb, Erick Silva, Nordine Taleb,0,0,1,0,0,0,0,32,11,34,14,2,15.0,10,6,60.0,8,3,38.0,32,11,35.0,0,0,0,0,0,0,1,1,1,100,0,0,0,50,26,52,34,10,30.0,5,5,100.0,11,11,100.0,45,22,49.0,2,2,100.0,3,2,67.0
Middleweight Bout,False,False, 2, KO/TKO, Kick to Head At Distance, Vitor Miranda, Marcelo Guimaraes, Marcelo Guimaraes, Vitor Miranda,0,1,5,20,0,0,0,44,23,52,22,6,28.0,8,4,50.0,14,13,93.0,37,19,52.0,6,3,50.0,1,1,100.0,0,0,0,0,0,0,0,71,46,64,58,38,66.0,10,6,60.0,3,2,67.0,45,21,47.0,26,25,97.0,0,0,0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Darren Elkins, Chas Skelly, Chas Skelly, Darren Elkins,0,0,1,0,2,0,0,72,27,37,65,23,36.0,7,4,58.0,0,0,0,62,20,33.0,8,5,63.0,2,2,100.0,0,7,11,63,0,4,0,153,104,67,118,73,62.0,29,26,90.0,6,5,84.0,65,24,37.0,36,32,89.0,52,48,93.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Diego Sanchez, Jim Miller, Jim Miller, Diego Sanchez,0,0,1,0,0,1,0,115,56,48,92,37,41.0,13,10,77.0,10,9,90.0,104,48,47.0,7,4,58.0,4,4,100.0,0,2,9,22,0,2,0,125,48,38,101,35,35.0,21,12,58.0,3,1,34.0,116,40,35.0,4,3,75.0,5,5,100.0
Lightweight Bout,False,False, 1, KO/TKO, Punches to Head From Back Control, Jason Saggo, Justin Salas, Justin Salas, Jason Saggo,0,1,1,100,0,0,0,3,1,33,1,0,0.0,1,1,100.0,1,0,0.0,3,1,34.0,0,0,0,0,0,0,0,0,0,0,0,2,1,35,20,57,33,19,58.0,0,0,0,2,1,50.0,7,1,15.0,0,0,0,28,19,68.0
Featherweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Julian Erosa, Teruto Ishihara, Julian Erosa, Teruto Ishihara,0,1,1,100,0,1,0,44,16,36,27,4,15.0,13,9,70.0,4,3,75.0,38,14,37.0,4,2,50.0,2,0,0.0,1,0,0,0,0,1,0,51,27,52,42,19,46.0,3,3,100.0,6,5,84.0,39,22,57.0,4,1,25.0,8,4,50.0
Middleweight Bout,False,False, 5, Decision - Unanimous,, Anderson Silva, Michael Bisping, Anderson Silva, Michael Bisping,1,0,0,0,0,0,0,135,75,55,104,47,46.0,18,15,84.0,13,13,100.0,126,69,55.0,5,4,80.0,4,2,50.0,1,0,1,0,0,0,0,316,108,34,251,58,24.0,20,12,60.0,45,38,85.0,299,98,33.0,6,4,67.0,11,6,55.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Gegard Mousasi, Thales Leites, Thales Leites, Gegard Mousasi,0,0,10,0,0,0,0,70,17,24,60,12,20.0,3,0,0.0,7,5,72.0,69,17,25.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,171,81,47,141,55,40.0,11,11,100.0,19,15,79.0,154,66,43.0,9,9,100.0,8,6,75.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Tom Breese, Keita Nakamura, Keita Nakamura, Tom Breese,0,3,6,50,1,4,1,16,6,37,9,4,45.0,5,2,40.0,2,0,0.0,15,6,40.0,1,0,0.0,0,0,0,0,0,0,0,1,2,1,59,32,54,50,26,52.0,7,4,58.0,2,2,100.0,31,13,42.0,11,9,82.0,17,10,59.0
Bantamweight Bout,False,False, 3, Decision - Split,, Francisco Rivera, Brad Pickett, Francisco Rivera, Brad Pickett,0,2,2,100,0,0,0,165,69,41,152,59,39.0,4,2,50.0,9,8,89.0,162,66,41.0,3,3,100.0,0,0,0,0,3,5,60,0,3,0,137,39,28,86,13,16.0,22,14,64.0,29,12,42.0,129,34,27.0,3,2,67.0,5,3,60.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Mike Wilkinson, Makwan Amirkhani, Mike Wilkinson, Makwan Amirkhani,0,0,0,0,2,2,1,23,13,56,23,13,57.0,0,0,0,0,0,0,6,1,17.0,1,1,100.0,16,11,69.0,0,4,7,57,0,10,3,50,32,64,49,32,66.0,1,0,0.0,0,0,0,8,5,63.0,0,0,0,42,27,65.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Davey Grant, Marlon Vera, Marlon Vera, Davey Grant,0,1,6,16,0,1,0,66,23,34,46,9,20.0,19,13,69.0,1,1,100.0,48,13,28.0,8,6,75.0,10,4,40.0,0,1,5,20,0,2,1,109,72,66,76,46,61.0,18,14,78.0,15,12,80.0,58,33,57.0,22,16,73.0,29,23,80.0
Middleweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Scott Askham, Chris Dempsey, Chris Dempsey, Scott Askham,0,1,4,25,0,1,0,10,6,60,5,2,40.0,3,2,67.0,2,2,100.0,0,0,0,9,5,56.0,1,1,100.0,1,1,2,50,0,1,1,9,7,77,6,6,100.0,3,1,34.0,0,0,0,4,3,75.0,2,1,50.0,3,3,100.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Arnold Allen, Yaotzin Meza, Yaotzin Meza, Arnold Allen,0,0,8,0,0,0,0,61,25,40,43,10,24.0,8,6,75.0,10,9,90.0,56,21,38.0,5,4,80.0,0,0,0,1,4,4,100,0,1,0,101,31,30,85,20,24.0,8,5,63.0,8,6,75.0,81,16,20.0,9,6,67.0,11,9,82.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Bradley Scott, Krzysztof Jotko, Bradley Scott, Krzysztof Jotko,0,0,1,0,0,0,0,109,45,41,81,30,38.0,20,7,35.0,8,8,100.0,109,45,42.0,0,0,0,0,0,0,0,2,4,50,0,1,0,170,59,34,137,33,25.0,14,7,50.0,19,19,100.0,150,42,29.0,13,12,93.0,7,5,72.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Norman Parke, Rustam Khabilov, Norman Parke, Rustam Khabilov,0,1,3,33,0,1,0,72,17,23,53,6,12.0,8,4,50.0,11,7,64.0,68,15,23.0,1,0,0.0,3,2,67.0,0,6,9,66,0,3,0,85,33,38,79,30,38.0,3,2,67.0,3,1,34.0,62,15,25.0,2,2,100.0,21,16,77.0
Heavyweight Bout,False,False, 3, Decision - Majority,, Daniel Omielanczuk, Jarjis Danho, Jarjis Danho, Daniel Omielanczuk,0,0,0,0,0,0,0,88,38,43,71,25,36.0,13,11,85.0,4,2,50.0,58,19,33.0,30,19,64.0,0,0,0,0,0,2,0,0,0,0,135,77,57,79,30,38.0,31,23,75.0,25,24,96.0,100,51,51.0,30,23,77.0,5,3,60.0
Lightweight Bout,False,False, 1, Submission, Rear Naked Choke, Teemu Packalen, Thibault Gouti, Thibault Gouti, Teemu Packalen,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,0,11,6,54,11,6,55.0,0,0,0,0,0,0,5,2,40.0,0,0,0,6,4,67.0
Lightweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, David Teymur, Martin Svensson, Martin Svensson, David Teymur,0,0,4,0,0,0,0,34,13,38,22,3,14.0,7,5,72.0,5,5,100.0,32,12,38.0,1,0,0.0,1,1,100.0,1,1,1,100,0,0,0,62,38,61,34,15,45.0,5,3,60.0,23,20,87.0,57,34,60.0,0,0,0,5,4,80.0
Welterweight Bout,False,False, 1, Submission, Triangle Choke From Mount, Donald Cerrone, Alex Oliveira, Alex Oliveira, Donald Cerrone,0,0,0,0,0,0,0,24,14,58,13,4,31.0,7,6,86.0,4,4,100.0,9,3,34.0,15,11,74.0,0,0,0,0,1,2,50,1,2,0,6,4,66,1,0,0.0,4,3,75.0,1,1,100.0,2,1,50.0,4,3,75.0,0,0,0
Middleweight Bout,False,False, 1, KO/TKO, Punches to Head From Guard, Derek Brunson, Roan Carneiro, Roan Carneiro, Derek Brunson,0,0,1,0,0,0,0,13,0,0,13,0,0.0,0,0,0,0,0,0,12,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,51,23,45,50,22,44.0,0,0,0,1,1,100.0,9,2,23.0,0,0,0,42,21,50.0
Catch Weight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Cody Garbrandt, Augusto Mendes, Augusto Mendes, Cody Garbrandt,0,0,0,0,0,0,0,38,11,28,26,5,20.0,1,0,0.0,11,6,55.0,36,10,28.0,1,1,100.0,1,0,0.0,1,0,0,0,0,0,0,41,11,26,37,8,22.0,2,1,50.0,2,2,100.0,39,10,26.0,0,0,0,2,1,50.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Dennis Bermudez, Tatsuya Kawajiri, Tatsuya Kawajiri, Dennis Bermudez,0,1,7,14,0,1,1,26,12,46,18,7,39.0,5,3,60.0,3,2,67.0,23,9,40.0,1,1,100.0,2,2,100.0,0,4,5,80,1,2,0,80,61,76,68,51,75.0,7,5,72.0,5,5,100.0,27,11,41.0,9,7,78.0,44,43,98.0
Middleweight Bout,False,False, 1, KO/TKO, Knees to Head In Clinch, Chris Camozzi, Joe Riggs, Joe Riggs, Chris Camozzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,11,84,10,8,80.0,0,0,0,3,3,100.0,4,4,100.0,9,7,78.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Unanimous,, James Krause, Shane Campbell, Shane Campbell, James Krause,0,2,3,66,0,2,0,129,82,63,71,33,47.0,33,27,82.0,25,22,88.0,104,62,60.0,9,7,78.0,16,13,82.0,0,2,14,14,2,3,0,111,47,42,96,35,37.0,12,9,75.0,3,3,100.0,107,44,42.0,4,3,75.0,0,0,0
Welterweight Bout,False,False, 3, KO/TKO, Punches to Head At Distance, Alex Garcia, Sean Strickland, Alex Garcia, Sean Strickland,0,3,7,42,0,0,0,67,23,34,61,20,33.0,5,3,60.0,1,0,0.0,50,13,26.0,2,2,100.0,15,8,54.0,1,1,2,50,0,2,0,173,84,48,154,67,44.0,5,4,80.0,14,13,93.0,143,63,45.0,8,7,88.0,22,14,64.0
Middleweight Bout,False,False, 1, KO/TKO, Kick to Head At Distance, Daniel Sarafian, Oluwale Bamgbose, Daniel Sarafian, Oluwale Bamgbose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,8,40,15,6,40.0,1,0,0.0,4,2,50.0,13,3,24.0,0,0,0,7,5,72.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Anthony Smith, Leonardo Augusto Leleco, Leonardo Augusto Leleco, Anthony Smith,0,0,0,0,0,2,0,108,64,59,84,46,55.0,19,13,69.0,5,5,100.0,72,35,49.0,17,10,59.0,19,19,100.0,0,2,5,40,0,2,0,101,57,56,78,40,52.0,18,13,73.0,5,4,80.0,79,40,51.0,13,9,70.0,9,8,89.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Jonavin Webb, Nathan Coy, Jonavin Webb, Nathan Coy,0,3,8,37,0,0,0,77,21,27,65,13,20.0,12,8,67.0,0,0,0,61,13,22.0,10,6,60.0,6,2,34.0,0,3,5,60,0,8,0,112,37,33,93,23,25.0,17,12,71.0,2,2,100.0,80,11,14.0,12,8,67.0,20,18,90.0
Women's Bantamweight Bout,False,False, 3, Decision - Split,, Marion Reneau, Ashlee Evans-Smith, Marion Reneau, Ashlee Evans-Smith,0,1,1,100,1,0,0,140,53,37,106,24,23.0,14,12,86.0,20,17,85.0,117,44,38.0,20,9,45.0,3,0,0.0,0,1,2,50,0,0,0,213,55,25,167,25,15.0,40,25,63.0,6,5,84.0,194,44,23.0,13,9,70.0,6,2,34.0
Women's Bantamweight Bout,False,False, 3, KO/TKO, Punches to Head From Mount, Lauren Murphy, Kelly Faszholz, Kelly Faszholz, Lauren Murphy,0,0,2,0,0,0,0,145,76,52,111,50,46.0,28,21,75.0,6,5,84.0,130,67,52.0,15,9,60.0,0,0,0,0,1,3,33,0,2,0,171,95,55,141,67,48.0,18,16,89.0,12,12,100.0,112,47,42.0,16,12,75.0,43,36,84.0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Anthony Hamilton, Shamil Abdurakhimov, Anthony Hamilton, Shamil Abdurakhimov,0,0,4,0,0,0,0,77,40,51,52,19,37.0,19,16,85.0,6,5,84.0,38,16,43.0,39,24,62.0,0,0,0,0,0,2,0,0,0,0,104,62,59,84,49,59.0,9,6,67.0,11,7,64.0,61,29,48.0,41,31,76.0,2,2,100.0
Welterweight Bout,False,False, 1, KO/TKO, Punch to Head In Clinch, Johny Hendricks, Stephen Thompson, Johny Hendricks, Stephen Thompson,0,0,2,0,0,0,0,16,7,43,11,3,28.0,1,0,0.0,4,4,100.0,13,4,31.0,3,3,100.0,0,0,0,1,0,0,0,0,0,0,46,24,52,38,17,45.0,7,6,86.0,1,1,100.0,40,19,48.0,4,3,75.0,2,2,100.0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Roy Nelson, Jared Rosholt, Jared Rosholt, Roy Nelson,0,0,2,0,0,0,0,120,36,30,106,26,25.0,7,5,72.0,7,5,72.0,115,34,30.0,5,2,40.0,0,0,0,0,0,1,0,0,0,0,121,42,34,114,36,32.0,3,2,67.0,4,4,100.0,120,42,35.0,1,0,0.0,0,0,0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Ovince Saint Preux, Rafael Feijao, Rafael Feijao, Ovince Saint Preux,0,0,1,0,0,0,0,22,10,45,16,7,44.0,0,0,0,6,3,50.0,17,8,48.0,3,0,0.0,2,2,100.0,0,1,2,50,0,1,0,102,51,50,86,43,50.0,14,6,43.0,2,2,100.0,53,18,34.0,8,5,63.0,41,28,69.0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Joseph Benavidez, Zach Makovsky, Zach Makovsky, Joseph Benavidez,0,4,19,21,0,2,0,96,40,41,79,24,31.0,5,4,80.0,12,12,100.0,86,33,39.0,10,7,70.0,0,0,0,0,0,0,0,0,0,0,197,66,33,165,45,28.0,30,19,64.0,2,2,100.0,167,46,28.0,29,19,66.0,1,1,100.0
Light Heavyweight Bout,False,False, 2, Submission, Neck Crank From Back Control, Misha Cirkunov, Alex Nicholson, Alex Nicholson, Misha Cirkunov,0,0,0,0,0,0,0,51,16,31,40,10,25.0,4,1,25.0,7,5,72.0,46,15,33.0,5,1,20.0,0,0,0,0,3,6,50,1,5,0,63,32,50,48,23,48.0,11,6,55.0,4,3,75.0,40,18,45.0,21,12,58.0,2,2,100.0
Welterweight Bout,False,False, 3, KO/TKO, Elbow to Head In Clinch, Mike Pyle, Sean Spencer, Sean Spencer, Mike Pyle,1,0,0,0,0,0,0,208,50,24,191,40,21.0,14,9,65.0,3,1,34.0,205,48,24.0,1,1,100.0,2,1,50.0,0,1,4,25,0,0,1,177,75,42,154,57,38.0,9,5,56.0,14,13,93.0,153,57,38.0,22,16,73.0,2,2,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Joshua Burkman, KJ Noons, KJ Noons, Joshua Burkman,0,0,0,0,0,0,0,63,33,52,50,26,52.0,13,7,54.0,0,0,0,48,20,42.0,15,13,87.0,0,0,0,0,3,10,30,0,1,0,108,57,52,59,16,28.0,13,11,85.0,36,30,84.0,99,51,52.0,4,3,75.0,5,3,60.0
Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head On Ground, Derrick Lewis, Damian Grabowski, Damian Grabowski, Derrick Lewis,0,0,1,0,0,0,0,3,1,33,2,1,50.0,0,0,0,1,0,0.0,1,0,0.0,0,0,0,2,1,50.0,0,1,1,100,0,3,0,30,14,46,29,13,45.0,1,1,100.0,0,0,0,4,1,25.0,0,0,0,26,13,50.0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Ray Borg, Justin Scoggins, Ray Borg, Justin Scoggins,0,1,8,12,0,0,0,44,20,45,35,13,38.0,8,7,88.0,1,0,0.0,28,7,25.0,8,6,75.0,8,7,88.0,0,4,6,66,0,6,0,120,57,47,88,35,40.0,24,14,59.0,8,8,100.0,91,30,33.0,13,11,85.0,16,16,100.0
Featherweight Bout,False,False, 2, KO/TKO, Flying KneeHead, Noad Lahat, Diego Rivas, Noad Lahat, Diego Rivas,0,1,1,100,3,6,1,13,7,53,9,4,45.0,3,2,67.0,1,1,100.0,7,3,43.0,1,1,100.0,5,3,60.0,1,1,1,100,0,0,0,9,5,55,9,5,56.0,0,0,0,0,0,0,5,1,20.0,0,0,0,4,4,100.0
Welterweight Bout,False,False, 1, Submission, Rear Naked Choke, Mickey Gall, Mike Jackson, Mike Jackson, Mickey Gall,0,0,0,0,0,0,0,6,3,50,5,3,60.0,1,0,0.0,0,0,0,6,3,50.0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,2,50,4,2,50.0,0,0,0,0,0,0,3,1,34.0,0,0,0,1,1,100.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Artem Lobov, Alex White, Artem Lobov, Alex White,0,0,0,0,0,0,0,108,23,21,96,17,18.0,11,5,46.0,1,1,100.0,103,22,22.0,5,1,20.0,0,0,0,0,3,7,42,0,2,0,172,78,45,115,36,32.0,39,27,70.0,18,15,84.0,156,67,43.0,14,10,72.0,2,1,50.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head From Back Control, Anthony Johnson, Ryan Bader, Ryan Bader, Anthony Johnson,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,11,84,13,11,85.0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,85.0
Heavyweight Bout,False,False, 2, Submission, Guillotine Choke From Front Headlock, Josh Barnett, Ben Rothwell, Josh Barnett, Ben Rothwell,0,0,1,0,0,0,0,68,35,51,52,21,41.0,14,12,86.0,2,2,100.0,63,33,53.0,5,2,40.0,0,0,0,0,0,0,0,1,0,0,91,35,38,77,24,32.0,8,5,63.0,6,6,100.0,91,35,39.0,0,0,0,0,0,0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Iuri Alcantara, Jimmie Rivera, Iuri Alcantara, Jimmie Rivera,0,0,0,0,0,0,0,106,41,38,73,18,25.0,25,17,68.0,8,6,75.0,100,36,36.0,6,5,84.0,0,0,0,0,3,6,50,0,0,0,102,45,44,67,21,32.0,21,13,62.0,14,11,79.0,84,35,42.0,15,10,67.0,3,0,0.0
Welterweight Bout,False,False, 2, Submission, Arm Triangle From Half Guard, Sage Northcutt, Bryan Barberena, Sage Northcutt, Bryan Barberena,0,1,5,20,0,1,0,45,18,40,36,11,31.0,6,5,84.0,3,2,67.0,37,12,33.0,7,5,72.0,1,1,100.0,0,1,1,100,1,1,0,48,26,54,40,23,58.0,3,1,34.0,5,2,40.0,24,7,30.0,6,2,34.0,18,17,95.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Tarec Saffiedine, Jake Ellenberger, Jake Ellenberger, Tarec Saffiedine,0,0,4,0,0,0,0,99,30,30,90,24,27.0,9,6,67.0,0,0,0,86,20,24.0,13,10,77.0,0,0,0,0,0,1,0,0,1,0,131,54,41,103,30,30.0,17,13,77.0,11,11,100.0,118,44,38.0,13,10,77.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Olivier Aubin-Mercier, Diego Ferreira, Olivier Aubin-Mercier, Diego Ferreira,0,1,5,20,0,0,0,93,49,52,78,39,50.0,13,8,62.0,2,2,100.0,86,45,53.0,5,3,60.0,2,1,50.0,0,0,5,0,0,4,1,152,65,42,121,46,39.0,23,12,53.0,8,7,88.0,137,55,41.0,10,5,50.0,5,5,100.0
Middleweight Bout,False,False, 3, KO/TKO, Punches to Head From Mount, Rafael Natal, Kevin Casey, Kevin Casey, Rafael Natal,0,0,2,0,0,0,0,49,16,32,41,10,25.0,6,5,84.0,2,1,50.0,45,12,27.0,4,4,100.0,0,0,0,1,4,7,57,0,4,0,87,54,62,74,43,59.0,7,5,72.0,6,6,100.0,35,16,46.0,9,7,78.0,43,31,73.0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Dustin Ortiz, Wilson Reis, Dustin Ortiz, Wilson Reis,0,1,6,16,0,0,0,130,45,34,111,31,28.0,17,13,77.0,2,1,50.0,110,32,30.0,17,11,65.0,3,2,67.0,0,9,23,39,0,7,0,125,48,38,111,36,33.0,7,7,100.0,7,5,72.0,96,28,30.0,16,10,63.0,13,10,77.0
Welterweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, George Sullivan, Alexander Yakovlev, George Sullivan, Alexander Yakovlev,0,0,0,0,0,0,0,22,14,63,6,1,17.0,5,5,100.0,11,8,73.0,19,11,58.0,3,3,100.0,0,0,0,1,2,2,100,0,3,0,18,15,83,7,5,72.0,6,5,84.0,5,5,100.0,10,8,80.0,4,3,75.0,4,4,100.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Alex Caceres, Masio Fullen, Masio Fullen, Alex Caceres,0,0,1,0,0,0,0,108,36,33,82,17,21.0,15,9,60.0,11,10,91.0,104,34,33.0,4,2,50.0,0,0,0,0,1,3,33,0,0,0,144,74,51,92,39,43.0,34,20,59.0,18,15,84.0,123,58,48.0,19,14,74.0,2,2,100.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Matt Dwyer, Randy Brown, Matt Dwyer, Randy Brown,0,1,8,12,0,0,0,97,46,47,62,16,26.0,11,7,64.0,24,23,96.0,79,34,44.0,18,12,67.0,0,0,0,0,1,4,25,1,1,0,108,48,44,84,31,37.0,12,10,84.0,12,7,59.0,77,23,30.0,29,23,80.0,2,2,100.0
Featherweight Bout,True,False, 3, Decision - Majority,, Damon Jackson, Levan Makashvili,,,0,0,6,0,0,0,0,131,44,33,104,22,22.0,23,19,83.0,4,3,75.0,99,24,25.0,31,19,62.0,1,1,100.0,0,2,5,40,0,1,0,114,65,57,77,32,42.0,30,29,97.0,7,4,58.0,67,26,39.0,46,38,83.0,1,1,100.0
Featherweight Bout,True,False, 3, Decision - Majority,, Damon Jackson, Levan Makashvili,,,0,0,6,0,0,0,0,131,44,33,104,22,22.0,23,19,83.0,4,3,75.0,99,24,25.0,31,19,62.0,1,1,100.0,0,2,5,40,0,1,0,114,65,57,77,32,42.0,30,29,97.0,7,4,58.0,67,26,39.0,46,38,83.0,1,1,100.0
Lightweight Bout,False,False, 3, Submission, Rear Naked Choke, Anthony Rocco Martin, Felipe Olivieri, Felipe Olivieri, Anthony Rocco Martin,0,0,1,0,0,0,0,150,87,58,81,31,39.0,37,28,76.0,32,28,88.0,136,77,57.0,14,10,72.0,0,0,0,0,2,7,28,1,2,0,141,60,42,132,55,42.0,7,4,58.0,2,1,50.0,131,53,41.0,10,7,70.0,0,0,0
UFC Bantamweight Title Bout,False,False, 5, Decision - Split,, TJ Dillashaw, Dominick Cruz, TJ Dillashaw, Dominick Cruz,0,1,8,12,0,0,0,408,109,26,343,64,19.0,39,22,57.0,26,23,89.0,394,102,26.0,13,6,47.0,1,1,100.0,0,4,11,36,0,0,0,302,112,37,282,97,35.0,14,9,65.0,6,6,100.0,294,107,37.0,6,5,84.0,2,0,0.0
